FID	No	Source	Id	river	station	country	x	y	area	altitude	d_start	d_end	orig_lat	orig_lon	areaold	area_1	lat	lon	newlat	newlon	newarea	lat_1min	lon_1min	area_1min	differentfromEFAS
223	864	HR	5005	Draoe	Belisce	HR	0	0	38500	83.99	2009	2021	45.688472	18.4185	38134	0	45.69167	18.425	45.6896	18.4196	38515	45.6917	18.425	38134	0
224	868	HR	5130	Danube	Dalj	HR	0	0	252208	75.2	2009	2021	45.491028	18.995028	252870	0	45.49167	18.99167	45.4896	18.9971	254038	45.4917	18.9917	252870	0
225	869	HR	5070	Danube	oekooer	HR	0	0	253147	76.19	2009	2021	45.355417	19.002056	254103	0	45.35833	19.00833	45.3571	19.0029	254161	45.375	18.975	252979	1
226	870	HR	5024	Danube	Ilok	HR	0	0	253737	73.97	2009	2021	45.230444	19.37825	254717	0	45.225	19.375	45.2321	19.3779	256409	45.225	19.3583	254657	1
227	886	DE	10078000	Danube	Pfelling	DE	0	0	37757	30816	2013	2021	48.8798	12.7472	37757	0	48.875	12.74167	48.8788	12.7471	37606	48.875	12.7417	37757	0
228	892	DE	11405000	Iller	Wiblingen	DE	0	0	2040	46824	1991	2021	48.3708	9.9874	2173	0	48.375	9.99167	48.3704	9.9871	2150	48.375	9.9917	2173	0
229	895	DE	12006000	Lech	Augsburg_u_d_Wertachmuendung	DE	0	0	3803	45678	1990	2021	48.4081	10.888	4003	0	48.40833	10.89167	48.4079	10.8887	3776	48.4083	10.8917	4003	0
230	900	DE	14008006	Naab	Heitzenhofen	DE	0	0	5432	33364	1991	2021	49.1183	11.9363	5418	0	49.125	11.94167	49.1179	11.9362	5417	49.125	11.9417	5418	0
231	903	DE	15207507	Regen	Marienthal	DE	0	0	2590	33700	2013	2021	49.223	12.1756	2605	0	49.225	12.175	49.2229	12.1754	2607	49.225	12.175	2605	0
232	904	DE	16005701	Isar	Muenchen	DE	0	0	2814	50036	2013	2021	48.1455	11.5969	2878	0	48.14167	11.59167	48.1454	11.5963	2858	48.125	11.575	2821	1
233	906	DE	16007004	Isar	Landshut_Birket	DE	0	0	7915	38865	2013	2021	48.5275	12.1332	7971	0	48.525	12.125	48.5288	12.1329	7962	48.525	12.1417	7998	1
234	1014	RS	47290	Ibar	Usce	RS	0	0	6883	329.89	2014	2021	43.465178	20.621409	6805	0	43.45833	20.625	43.4654	20.6204	6769	43.4583	20.6417	6765	1
235	1021	AT	5002427	Salzach	Salzburg-Nonntal	AT	0	0	4394	413.07	2013	2021	47.798051	13.053879	4418	0	47.79167	13.05833	47.7979	13.0538	4404	47.7917	13.0583	4418	0
236	1308	SI	2005	Draoe	Crnece	SI	0	0	12060	46.59	2011	2021	46.586993	15.018159	12080	0	46.59167	15.00833	46.5862	15.0179	12025	46.5917	15.0083	12080	0
237	1311	UA	44006	Tisza	Rahiv	UA	0	0	1070	429.73	2000	2021	48.061111	24.212222	1069	0	48.05833	24.20833	48.0613	24.2121	1057	48.0583	24.225	1057	1
238	1321	UA	44090	Latorica	Mukacheoe	UA	0	0	1360	115.6	2000	2021	48.443611	22.718056	1352	0	48.44167	22.725	48.4438	22.7171	1351	48.4417	22.725	1352	0
239	1322	UA	44093	Latorica	Chop	UA	0	0	2870	96.58	2000	2021	48.455	22.213611	3565	0	48.45833	22.20833	48.4521	22.2137	3261	48.4583	22.2083	3565	0
240	1324	UA	44113	Uzh	Zaricheoe	UA	0	0	1280	154.56	2000	2021	48.771111	22.501389	1283	0	48.775	22.49167	48.7713	22.5004	1283	48.775	22.4917	1283	0
241	1327	UA	42148	Prut	Chernioesi	UA	0	0	6890	155.89	1991	2021	48.311111	25.920556	6906	0	48.30833	25.925	48.3113	25.9204	6852	48.325	25.8917	6895	1
242	1328	UA	42187	Cheremosh	Usteriky	UA	0	0	1500	474.09	2000	2021	48.116389	25.011944	1512	0	48.10833	25.00833	48.1146	25.0104	1504	48.1083	25.0083	1512	0
243	1696	HR	5044	Mur	Mursko_Sredisce	HR	0	0	10891	156.29	2014	2021	46.514667	16.443556	10896	0	46.50833	16.44167	46.5154	16.4438	10845	46.5083	16.4417	10896	0
244	1697	HR	5035	Mur	Gorican	HR	0	0	13148	138.59	2014	2021	46.419556	16.693	13037	0	46.40833	16.70833	46.4196	16.6938	13004	46.425	16.6917	13035	1
245	1698	SI	4860	Kolpa	Metlika	SI	0	0	1966	126.96	2005	2021	45.63482	15.32294	1962	0	45.64167	15.325	45.6346	15.3229	2062	45.6417	15.325	1962	0
246	1708	UA	42804	Danube	Izmayil	UA	0	0	813000	-0.18	2016	2021	45.327926	28.832233	790372	0	45.325	28.825	45.3271	28.8313	795324	45.325	28.825	790372	0
247	1734	BA	Sanski Most	Sana	Sanski_Most	BA	0	0	2008	156.04	2006	2021	44.766389	16.666111	1420	0	44.75833	16.675	44.7662	16.6662	1680	44.7583	16.675	1420	0
248	1736	BA	Kozluk	oebas	Kozluk	BA	0	0	3161	342.51	2006	2021	44.34	17.273611	2083	0	44.34167	17.275	44.3396	17.2737	2052	44.3417	17.275	2083	0
249	1740	BA	Merdani	Lasoe	Merdani	BA	0	0	950	357.59	2006	2021	44.134722	17.9125	965	0	44.14167	17.90833	44.1346	17.9129	955	44.1417	17.9083	965	0
250	1976	DE	6342200	Iller	KEMPTEN	DE	0	0	955	-	1990	2009	47.73	10.31	947	0	47.725	10.325	47.7304	10.3171	952	47.725	10.325	947	0
251	2026	SK	6142551	Kysuca	KYSUCKE_NOoe_MESTO	SK	0	0	1037	-	1990	2002	49.29	18.78	967	0	49.29167	18.775	49.2888	18.7804	952	49.2917	18.775	966	0
252	2027	SK	6144300	Hornad	ZDANA	SK	0	0	4390	-	1990	2002	48.6	21.34	4248	0	48.60833	21.34167	48.5996	21.3379	4247	48.6083	21.3417	4248	0
253	2028	HU	6442100	Zala	ZALAAPATI	HU	0	0	1597	-	1990	1996	46.73	17.11	1530	0	46.725	17.125	46.7296	17.1212	1496	46.7417	17.125	1514	1
254	2029	BG	6842400	Danube	LOM	BG	0	0	585869	-	1992	2000	43.84	23.24	579998	0	43.84167	23.24167	43.8396	23.2413	584380	43.8417	23.225	578846	1
255	2030	UA	6942200	Siret	STOROZHYNETS	UA	0	0	842	-	1990	1996	48.16	25.71	676	0	48.15833	25.70833	48.1621	25.7104	663	48.1583	25.7083	676	0
256	2031	RO	42430	Tarnaoe_Mare	Tarnaoe_Mare_BLAJ	RO	0	0	3775	-	1990	2001	46.170901	23.920442	3693	0	46.175	23.925	46.1713	23.9204	3646	46.175	23.925	3693	0
257	2032	RO	44010	Strei	Strei_PETRENI	RO	0	0	1750	-	1990	2001	45.8	23.033333	1966	0	45.80833	23.025	45.8004	23.0262	1934	45.775	23.0083	1930	1
258	2034	RO	44524	Crisul_Repede	ORADEA	RO	0	0	6003	-	1991	2003	47.05	21.933333	2174	0	47.05833	21.925	47.0554	21.9329	2160	47.0583	21.925	2174	0
259	2036	BA	A1208	Dunav	Bajina Bata	BA	0	0	14000	-	1991	2003	43.98	19.55	14897	0	43.975	19.54167	43.979583	19.550417	14843	43.97500	19.54167	    14897	0
260	2141	AT	6242420	KREMS	IMBACH	AT	0	0	306	-	1990	2010	48.44	15.56	309	0	48.44167	15.55833	48.4438	15.5621	300	48.4417	15.5583	308	0
261	2209	HU	6442450	DANUBE_RIoeR	DUNAALMAS	HU	0	0	171720	-	1990	1996	47.73	18.33	171742	0	47.74167	18.325	47.7362	18.3296	171048	47.7417	18.3083	171598	1
262	2532	RO	6842200	DANUBE_RIoeR	NOoe_SELO	RO	0	0	584900	-	1992	2000	44.16	22.82	575537	0	44.15833	22.825	44.1537	22.8196	581127	44.1583	22.825	575537	0
263	2534	RO	6842800	DANUBE_RIoeR	RUSE	RO	0	0	669900	-	1992	2000	43.86	25.95	659920	0	43.85833	25.94167	43.8588	25.9521	665381	43.8583	25.9583	659925	1
264	2535	RO	6842900	DANUBE_RIoeR	SILISTRA	RO	0	0	689700	-	1992	2000	44.13	27.26	680795	0	44.125	27.25833	44.1246	27.2613	686677	44.125	27.2417	680770	1
265	2726	BG	17850	Skat	Miziya	BG	0	0	4523	-	1991	2004	43.685	23.8612	1064	0	43.69167	23.85833	43.685	23.853	1045	43.6917	23.8583	1064	0
266	2732	BG	22750	Osum	Looech	BG	0	0	5498	-	1991	2004	43.141667	24.722222	925	0	43.14167	24.725	43.1421	24.7204	919	43.1417	24.725	925	0
267	2744	BG	42017	Donau	BECHET	BG	0	0	599244	-	1991	2003	43.75	23.95	599244	0	43.74167	23.95833	43.7454	23.9504	604790	43.7417	23.9583	599244	0
268	2745	BG	42024	Donau	TURNU_MAGURELE	BG	0	0	639731	-	1991	2003	43.7	24.883333	639731	0	43.70833	24.89167	43.7079	24.8829	645185	43.7083	24.875	639713	1
269	2746	RO	42031	Dadilooet	OLTENITA	RO	0	0	676229	-	1991	2003	44.066667	26.66667	676229	0	44.05833	26.625	44.0671	26.6671	681466	44.075	26.675	676239	1
270	2747	RO	42051	Donau	BRAILA	RO	0	0	708285	-	1991	2003	45.283333	27.983333	708285	0	45.275	27.99167	45.2804	27.9896	713871	45.2917	27.9917	709087	1
271	2748	UA	42055	Donau	ISACCEA	UA	0	0	805700	-	1991	2003	45.283333	28.483333	785381	0	45.275	28.475	45.2796	28.4829	790480	45.275	28.475	785381	0
272	2818	sk	Hron	Hron	Hron	sk	0	0	5325	-	1991	2002	47.859835	18.657613	5421	0	47.84167	18.675	47.8663	18.6612	5149	47.875	18.6583	5171	1
273	2966	BA	Prijedor	Sana	Prijedor	BA	0	0	3191	-	2000	2011	44.97385	16.703856	2579	0	44.975	16.70833	44.9738	16.7037	2842	44.975	16.7083	2579	0
274	2969	HR	Brodarci	Kupa	Brodarci	HR	0	0	3405	-	2000	2011	45.544444	15.533889	2507	0	45.54167	15.54167	45.5429	15.5329	2627	45.5417	15.525	2505	1
275	2970	HR	Pleternica	Orljaoe	Pleternica	HR	0	0	745	-	2006	2011	45.361186	17.752702	732	0	45.325	17.775	45.3354	17.7504	717	45.325	17.7583	727	1
276	2971	SI	Litija I	Saoe	Litija_I	SI	0	0	4821	-	2000	2011	46.055556	14.823056	4182	0	46.05833	14.825	46.0562	14.8229	4879	46.0583	14.825	4182	0
277	2974	SI	Nazarje	Saoenja	Nazarje	SI	0	0	457	-	2000	2011	46.3212	14.9524	466	0	46.325	14.95833	46.3212	14.9521	457	46.325	14.9583	466	0
278	2975	BA	Daljan	oebas	Daljan	BA	0	0	1034	-	2006	2011	44.158531	17.39651	1042	0	44.14167	17.39167	44.1454	17.3913	1039	44.1417	17.3917	1042	0
279	2976	BA	Olovo	Krioeja	Olooe	BA	0	0	737	-	2006	2011	44.12575	18.57989	697	0	44.125	18.575	44.1254	18.5754	849	44.125	18.575	697	0
280	2977	RS	Cedovo	oepa	Cedooe	RS	0	0	501	-	2000	2011	43.303417	20.064127	540	0	43.29167	20.05833	43.2821	20.0637	529	43.275	20.0583	537	1
281	2978	RS	Lesnica	Jadar	Lesnica	RS	0	0	959	-	1990	2015	44.633056	19.279444	968	0	44.625	19.275	44.6304	19.2779	1002	44.6083	19.275	949	1
282	2979	RS	Valjevo	Kolubara	oeljeoe	RS	0	0	340	-	2000	2011	44.268889	19.892222	340	0	44.25833	19.875	44.2679	19.8921	339	44.275	19.875	343	1
283	2980	RS	Slovac	Kolubara	Slooec	RS	0	0	995	-	2000	2011	44.338333	20.085	999	0	44.34167	20.075	44.3396	20.0871	989	44.3417	20.075	999	0
284	2981	RS	Cemanov most	Tamnaoe	Cemanooemost	RS	0	0	385	-	2000	2011	44.480881	20.024614	314	0	44.475	20.025	44.4796	20.0246	309	44.475	20.0083	290	1
285	3021	RS	45836_Brodarevo	Lim	45836_Brodareoe_Lim	RS	0	0	2762	-	1990	2011	43.233145	19.720081	2660	0	43.225	19.725	43.2329	19.7196	2653	43.225	19.725	2660	0
286	3022	RS	45842_Priboj_Li	Lim	45842_Priboj_Lim	RS	0	0	3684	-	1990	2015	43.581616	19.523649	3521	0	43.575	19.525	43.5812	19.5237	3544	43.575	19.525	3521	0
287	3023	RS	45838_Prijepolj	Mileseoea	45838_Prijepolje_Mileseoea	RS	0	0	155	-	1990	2015	43.381675	19.636986	150	0	43.39167	19.65833	43.3904	19.6471	153	43.3917	19.6583	150	0
288	3024	RS	45890_Zavlaka_J	Jadar	45890_Zaoeaka_Jadar	RS	0	0	313	-	1991	2015	44.449612	19.49097	298	0	44.44167	19.50833	44.4496	19.4913	309	44.4417	19.5083	298	0
289	4192	SI	2250	Meza	Otiki_oeh_I	SI	0	0	553	334	2017	2021	46.57775	15.02594	550	0	46.575	15.025	46.5779	15.0262	551	46.575	15.025	550	0
290	4194	SI	2390	Mislinja	Otiki_oeh_I	SI	0	0	232	344.75	2017	2021	46.56751	15.03725	235	0	46.575	15.04167	46.5671	15.0371	232	46.5583	15.0417	232	1
291	4198	SI	2640	Draoenja	Makole	SI	0	0	303	240.22	2017	2021	46.31928	15.67041	323	0	46.325	15.675	46.3196	15.6704	300	46.325	15.675	323	0
292	4199	SI	2652	Draoenja	oedem	SI	0	0	767	209.04	2017	2021	46.36835	15.90297	870	0	46.375	15.90833	46.3679	15.9029	841	46.375	15.9083	870	0
293	4202	SI	2754	Polskaoe	Træec	SI	0	0	189	214.07	2017	2021	46.36367	15.87807	268	0	46.375	15.85833	46.3629	15.8763	256	46.375	15.8417	259	1
294	4205	SI	2900	Pesnica	Zamuani_I	SI	0	0	480	201.85	2017	2021	46.41413	16.03396	533	0	46.40833	16.04167	46.4146	16.0337	505	46.4083	16.0417	533	0
295	4216	SI	4200	Sora	Suha_I	SI	0	0	569	329.47	2017	2021	46.16203	14.32602	592	0	46.15833	14.325	46.1621	14.3262	568	46.1583	14.325	592	0
296	4218	SI	4230	Poljanska_Sora	Zminec	SI	0	0	307	343.33	2017	2021	46.15302	14.29013	322	0	46.15833	14.29167	46.1529	14.2904	308	46.1417	14.2917	318	1
297	4224	SI	4515	Raca	oer	SI	0	0	161	299.04	2017	2021	46.14401	14.61682	162	0	46.14167	14.625	46.1437	14.6171	163	46.1417	14.625	162	0
298	4229	SI	4695	Mirna	Jelooec	SI	0	0	271	208.49	2017	2021	45.98862	15.23025	392	0	45.99167	15.225	45.9879	15.2304	382	45.9917	15.225	392	0
299	4232	SI	4750	Sutla	Rakooec	SI	0	0	561	140.12	2017	2021	45.92091	15.70428	554	0	45.925	15.70833	45.9213	15.7054	564	45.9417	15.7083	546	1
300	4235	SI	4820	Kupa	Petrina	SI	0	0	467	219.31	2017	2021	45.46389	14.85176	413	0	45.45833	14.84167	45.4637	14.8521	530	45.4583	14.8417	412	0
301	4236	SI	4828	Kupa	Sodeoei	SI	0	0	1136	180.84	2017	2021	45.48469	15.07558	1127	0	45.49167	15.075	45.4846	15.0754	1232	45.4917	15.075	1127	0
302	4241	SI	5479	Gradascica	Bokalce	SI	0	0	155	296.63	2017	2021	46.04521	14.44644	155	0	46.04167	14.44167	46.0454	14.4454	156	46.0417	14.4417	155	0
303	4248	SI	6140	Saoenja	Celje_II_brv	SI	0	0	1192	230.31	2017	2021	46.22807	15.26002	1201	0	46.225	15.25833	46.2279	15.2604	1187	46.225	15.2583	1201	0
304	4252	SI	6550	Bolska	Dolenja_oes_II	SI	0	0	170	267.87	2017	2021	46.23922	15.09288	174	0	46.24167	15.09167	46.2396	15.0921	176	46.2417	15.075	171	1
305	4254	SI	6720	oeglajna	Celje_II	SI	0	0	203	234.23	2017	2021	46.23203	15.28322	205	0	46.225	15.29167	46.2321	15.2829	199	46.225	15.2917	205	0
306	4255	SI	6790	Hudinja	kofja_oes	SI	0	0	156	242.23	2017	2021	46.26469	15.2867	159	0	46.25833	15.29167	46.2646	15.2871	155	46.275	15.2917	154	1
307	4257	SI	7060	Krka	Soteska	SI	0	0	950	167.59	2017	2021	45.77941	15.0192	929	0	45.775	15.025	45.7788	15.0196	923	45.775	15.025	929	0
308	4258	SI	7110	Krka	Gorenja_Gomila	SI	0	0	1874	148.67	2017	2021	45.86751	15.28555	1415	0	45.875	15.29167	45.8679	15.2854	1444	45.875	15.2917	1415	0
309	5214	BA	45628	oebas	Banja_Luka	BA	0	0	4588	151.21	2016	2021	44.76468	17.18852	3484	0	44.75833	17.19167	44.7646	17.1887	3416	44.7583	17.175	3455	1
310	5216	BA	45745	Bosna	Doboj	BA	0	0	4588	137.01	2016	2021	44.74447222	18.095683	9655	0	44.75833	18.09167	44.744	18.096	6804	44.7417	18.0917	9647	1
311	5217	BA	45616	Plioe	Majeoec	BA	0	0	156	461.53	2015	2021	44.238878	17.024121	156	0	44.24167	17.025	44.2388	17.0237	131	44.2417	17.025	155	0
312	5218	BA	45620	Plioe	oelari	BA	0	0	1665	435.1	2015	2021	44.29215278	17.11525	577	0	44.29167	17.10833	44.2921	17.1154	556	44.2917	17.1083	577	0
313	5219	BA	45640	oebanja	oebanja	BA	0	0	778	166.22	2016	2021	44.74743529	17.272768	782	0	44.74167	17.25833	44.7471	17.2729	771	44.7417	17.275	772	1
314	5220	BA	45521	Una	Nooe_Grad_nizoedno	BA	0	0	8507	116.06	2003	2021	45.05355904	16.384199	7020	0	45.05833	16.39167	45.0538	16.3837	8485	45.0583	16.3917	7020	0
